Info: *******************************************************************
Info: Running Quartus Prime Signal Tap
    Info: Version 21.3.0 Build 170 09/23/2021 SC Pro Edition
    Info: Copyright (C) 2021  Intel Corporation. All rights reserved.
    Info: Your use of Intel Corporation's design tools, logic functions 
    Info: and other software and tools, and any partner logic 
    Info: functions, and any output files from any of the foregoing 
    Info: (including device programming or simulation files), and any 
    Info: associated documentation or information are expressly subject 
    Info: to the terms and conditions of the Intel Program License 
    Info: Subscription Agreement, the Intel Quartus Prime License Agreement,
    Info: the Intel FPGA IP License Agreement, or other applicable license
    Info: agreement, including, without limitation, that your use is for
    Info: the sole purpose of programming logic devices manufactured by
    Info: Intel and sold by Intel or its authorized distributors.  Please
    Info: refer to the applicable agreement for further details, at
    Info: https://fpgasoftware.intel.com/eula.
    Info: Processing started: Sun Aug 30 16:10:28 2026
    Info: System process ID: 1121588
Info: Command: quartus_stp -t scripts/jtag/read_step5_helper_pi_state_rail_audit.tcl 600 100 "DE5 [1-11.2]"
Info: Quartus(args): 600 100 {DE5 [1-11.2]}
STEP5_PI_AUDIT_CONFIG samples=600 gap_ms=100 board_filter=DE5 [1-11.2] experiment=EXP-WRPC-STEP5-HPLL-6208-64-HELPER-PI-STATE-RAIL-AUDIT read_only=1 pi_trace_base=0x200 fresh_reset_required=1
=== DE5 [1-11.2] ===
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=1 elapsed_ms=0 FRAME_VALID=0 PI_TRACE_PRESENT=0 PI_EPOCH=INVALID PI_INTEGRATOR_BEFORE=INVALID PI_I_NEW=INVALID PI_INTEGRATOR_AFTER=INVALID PI_UNCLAMPED_OUTPUT=INVALID PI_CLAMPED_OUTPUT=INVALID PI_CLAMP_SIDE=INVALID HELPER_ERROR=INVALID HELPER_OUTPUT=INVALID FREQ_ERROR=INVALID TARGET_CODE=65531 APPLIED_CODE=5 NORMAL_COMPLETED=0 NORMAL_FINC=0 NORMAL_FDEC=0 HELPER_LOCKED=INVALID HELPER_LOCK_COUNT=INVALID BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=146 elapsed_ms=14500 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=79562 PI_INTEGRATOR_BEFORE=2333820 PI_I_NEW=2332458 PI_INTEGRATOR_AFTER=2332458 PI_UNCLAMPED_OUTPUT=550 PI_CLAMPED_OUTPUT=550 PI_CLAMP_SIDE=0 HELPER_ERROR=681 HELPER_OUTPUT=550 FREQ_ERROR=0 TARGET_CODE=538 APPLIED_CODE=581 NORMAL_COMPLETED=2099 NORMAL_FINC=1054 NORMAL_FDEC=1045 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=147 elapsed_ms=14600 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=81850 PI_INTEGRATOR_BEFORE=1128832 PI_I_NEW=1128552 PI_INTEGRATOR_AFTER=1128552 PI_UNCLAMPED_OUTPUT=275 PI_CLAMPED_OUTPUT=275 PI_CLAMP_SIDE=0 HELPER_ERROR=140 HELPER_OUTPUT=275 FREQ_ERROR=0 TARGET_CODE=307 APPLIED_CODE=325 NORMAL_COMPLETED=2103 NORMAL_FINC=1054 NORMAL_FDEC=1049 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=148 elapsed_ms=14700 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=84140 PI_INTEGRATOR_BEFORE=1469836 PI_I_NEW=1470380 PI_INTEGRATOR_AFTER=1470380 PI_UNCLAMPED_OUTPUT=374 PI_CLAMPED_OUTPUT=374 PI_CLAMP_SIDE=0 HELPER_ERROR=-272 HELPER_OUTPUT=374 FREQ_ERROR=-4 TARGET_CODE=330 APPLIED_CODE=325 NORMAL_COMPLETED=2103 NORMAL_FINC=1054 NORMAL_FDEC=1049 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=149 elapsed_ms=14800 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=85664 PI_INTEGRATOR_BEFORE=1929028 PI_I_NEW=1929434 PI_INTEGRATOR_AFTER=1929434 PI_UNCLAMPED_OUTPUT=483 PI_CLAMPED_OUTPUT=483 PI_CLAMP_SIDE=0 HELPER_ERROR=-203 HELPER_OUTPUT=483 FREQ_ERROR=7 TARGET_CODE=486 APPLIED_CODE=453 NORMAL_COMPLETED=2105 NORMAL_FINC=1056 NORMAL_FDEC=1049 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=150 elapsed_ms=14900 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=87954 PI_INTEGRATOR_BEFORE=2087014 PI_I_NEW=2087062 PI_INTEGRATOR_AFTER=2087062 PI_UNCLAMPED_OUTPUT=515 PI_CLAMPED_OUTPUT=515 PI_CLAMP_SIDE=0 HELPER_ERROR=-24 HELPER_OUTPUT=515 FREQ_ERROR=7 TARGET_CODE=510 APPLIED_CODE=453 NORMAL_COMPLETED=2105 NORMAL_FINC=1056 NORMAL_FDEC=1049 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=151 elapsed_ms=15000 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=89480 PI_INTEGRATOR_BEFORE=2128250 PI_I_NEW=2128546 PI_INTEGRATOR_AFTER=2128546 PI_UNCLAMPED_OUTPUT=530 PI_CLAMPED_OUTPUT=530 PI_CLAMP_SIDE=0 HELPER_ERROR=-148 HELPER_OUTPUT=530 FREQ_ERROR=-2 TARGET_CODE=533 APPLIED_CODE=517 NORMAL_COMPLETED=2106 NORMAL_FINC=1057 NORMAL_FDEC=1049 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=152 elapsed_ms=15100 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=91768 PI_INTEGRATOR_BEFORE=2853816 PI_I_NEW=2854218 PI_INTEGRATOR_AFTER=2854218 PI_UNCLAMPED_OUTPUT=709 PI_CLAMPED_OUTPUT=709 PI_CLAMP_SIDE=0 HELPER_ERROR=-201 HELPER_OUTPUT=709 FREQ_ERROR=8 TARGET_CODE=665 APPLIED_CODE=645 NORMAL_COMPLETED=2108 NORMAL_FINC=1059 NORMAL_FDEC=1049 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=153 elapsed_ms=15200 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=93294 PI_INTEGRATOR_BEFORE=400694681564900 PI_I_NEW=2650864 PI_INTEGRATOR_AFTER=2650864 PI_UNCLAMPED_OUTPUT=634 PI_CLAMPED_OUTPUT=634 PI_CLAMP_SIDE=0 HELPER_ERROR=506 HELPER_OUTPUT=634 FREQ_ERROR=3 TARGET_CODE=624 APPLIED_CODE=645 NORMAL_COMPLETED=2110 NORMAL_FINC=1060 NORMAL_FDEC=1050 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=154 elapsed_ms=15300 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=95582 PI_INTEGRATOR_BEFORE=1458036 PI_I_NEW=1457650 PI_INTEGRATOR_AFTER=1457650 PI_UNCLAMPED_OUTPUT=354 PI_CLAMPED_OUTPUT=354 PI_CLAMP_SIDE=0 HELPER_ERROR=193 HELPER_OUTPUT=354 FREQ_ERROR=4 TARGET_CODE=398 APPLIED_CODE=453 NORMAL_COMPLETED=2113 NORMAL_FINC=1060 NORMAL_FDEC=1053 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=155 elapsed_ms=15400 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=97872 PI_INTEGRATOR_BEFORE=2664098 PI_I_NEW=2666058 PI_INTEGRATOR_AFTER=2666058 PI_UNCLAMPED_OUTPUT=692 PI_CLAMPED_OUTPUT=692 PI_CLAMP_SIDE=0 HELPER_ERROR=-980 HELPER_OUTPUT=692 FREQ_ERROR=-2 TARGET_CODE=525 APPLIED_CODE=517 NORMAL_COMPLETED=2116 NORMAL_FINC=1062 NORMAL_FDEC=1054 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=156 elapsed_ms=15500 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=99398 PI_INTEGRATOR_BEFORE=3938370 PI_I_NEW=3939562 PI_INTEGRATOR_AFTER=3939562 PI_UNCLAMPED_OUTPUT=989 PI_CLAMPED_OUTPUT=989 PI_CLAMP_SIDE=0 HELPER_ERROR=-596 HELPER_OUTPUT=989 FREQ_ERROR=2 TARGET_CODE=997 APPLIED_CODE=965 NORMAL_COMPLETED=2123 NORMAL_FINC=1069 NORMAL_FDEC=1054 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=157 elapsed_ms=15600 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=102448 PI_INTEGRATOR_BEFORE=2900476 PI_I_NEW=2898544 PI_INTEGRATOR_AFTER=2898544 PI_UNCLAMPED_OUTPUT=677 PI_CLAMPED_OUTPUT=677 PI_CLAMP_SIDE=0 HELPER_ERROR=966 HELPER_OUTPUT=677 FREQ_ERROR=-5 TARGET_CODE=969 APPLIED_CODE=1029 NORMAL_COMPLETED=2124 NORMAL_FINC=1070 NORMAL_FDEC=1054 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=158 elapsed_ms=15700 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=103974 PI_INTEGRATOR_BEFORE=1773230 PI_I_NEW=1772454 PI_INTEGRATOR_AFTER=1772454 PI_UNCLAMPED_OUTPUT=424 PI_CLAMPED_OUTPUT=424 PI_CLAMP_SIDE=0 HELPER_ERROR=388 HELPER_OUTPUT=424 FREQ_ERROR=0 TARGET_CODE=418 APPLIED_CODE=453 NORMAL_COMPLETED=2133 NORMAL_FINC=1070 NORMAL_FDEC=1063 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=159 elapsed_ms=15800 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=106264 PI_INTEGRATOR_BEFORE=2353078 PI_I_NEW=2354472 PI_INTEGRATOR_AFTER=2354472 PI_UNCLAMPED_OUTPUT=605 PI_CLAMPED_OUTPUT=605 PI_CLAMP_SIDE=0 HELPER_ERROR=-697 HELPER_OUTPUT=605 FREQ_ERROR=0 TARGET_CODE=501 APPLIED_CODE=453 NORMAL_COMPLETED=2133 NORMAL_FINC=1070 NORMAL_FDEC=1063 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=160 elapsed_ms=15900 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=107788 PI_INTEGRATOR_BEFORE=3464116 PI_I_NEW=3465442 PI_INTEGRATOR_AFTER=3465442 PI_UNCLAMPED_OUTPUT=875 PI_CLAMPED_OUTPUT=875 PI_CLAMP_SIDE=0 HELPER_ERROR=-663 HELPER_OUTPUT=875 FREQ_ERROR=1 TARGET_CODE=884 APPLIED_CODE=837 NORMAL_COMPLETED=2139 NORMAL_FINC=1076 NORMAL_FDEC=1063 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=161 elapsed_ms=16000 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=109314 PI_INTEGRATOR_BEFORE=4196716 PI_I_NEW=4196944 PI_INTEGRATOR_AFTER=4196944 PI_UNCLAMPED_OUTPUT=1034 PI_CLAMPED_OUTPUT=1034 PI_CLAMP_SIDE=0 HELPER_ERROR=-114 HELPER_OUTPUT=1034 FREQ_ERROR=-10 TARGET_CODE=1033 APPLIED_CODE=1029 NORMAL_COMPLETED=2142 NORMAL_FINC=1079 NORMAL_FDEC=1063 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=162 elapsed_ms=16100 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=110840 PI_INTEGRATOR_BEFORE=3724614 PI_I_NEW=3723294 PI_INTEGRATOR_AFTER=3723294 PI_UNCLAMPED_OUTPUT=890 PI_CLAMPED_OUTPUT=890 PI_CLAMP_SIDE=0 HELPER_ERROR=660 HELPER_OUTPUT=890 FREQ_ERROR=6 TARGET_CODE=874 APPLIED_CODE=901 NORMAL_COMPLETED=2144 NORMAL_FINC=1079 NORMAL_FDEC=1065 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=163 elapsed_ms=16200 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=113130 PI_INTEGRATOR_BEFORE=2301266 PI_I_NEW=2300844 PI_INTEGRATOR_AFTER=2300844 PI_UNCLAMPED_OUTPUT=559 PI_CLAMPED_OUTPUT=559 PI_CLAMP_SIDE=0 HELPER_ERROR=211 HELPER_OUTPUT=211 FREQ_ERROR=1 TARGET_CODE=611 APPLIED_CODE=645 NORMAL_COMPLETED=2148 NORMAL_FINC=1079 NORMAL_FDEC=1069 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=164 elapsed_ms=16300 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=220 PI_INTEGRATOR_BEFORE=0 PI_I_NEW=-32182 PI_INTEGRATOR_AFTER=-4294967296 PI_UNCLAMPED_OUTPUT=-592 PI_CLAMPED_OUTPUT=5 PI_CLAMP_SIDE=-1 HELPER_ERROR=16091 HELPER_OUTPUT=5 FREQ_ERROR=4 TARGET_CODE=5 APPLIED_CODE=5 NORMAL_COMPLETED=2160 NORMAL_FINC=1080 NORMAL_FDEC=1080 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=165 elapsed_ms=16400 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=1746 PI_INTEGRATOR_BEFORE=0 PI_I_NEW=4294941064 PI_INTEGRATOR_AFTER=0 PI_UNCLAMPED_OUTPUT=-482 PI_CLAMPED_OUTPUT=5 PI_CLAMP_SIDE=-1 HELPER_ERROR=13116 HELPER_OUTPUT=5 FREQ_ERROR=-2 TARGET_CODE=5 APPLIED_CODE=5 NORMAL_COMPLETED=2160 NORMAL_FINC=1080 NORMAL_FDEC=1080 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=166 elapsed_ms=16500 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=4034 PI_INTEGRATOR_BEFORE=0 PI_I_NEW=-18142 PI_INTEGRATOR_AFTER=0 PI_UNCLAMPED_OUTPUT=519504818 PI_CLAMPED_OUTPUT=5 PI_CLAMP_SIDE=1 HELPER_ERROR=9071 HELPER_OUTPUT=5 FREQ_ERROR=-9 TARGET_CODE=5 APPLIED_CODE=5 NORMAL_COMPLETED=2160 NORMAL_FINC=1080 NORMAL_FDEC=1080 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=167 elapsed_ms=16600 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=5560 PI_INTEGRATOR_BEFORE=0 PI_I_NEW=-13552 PI_INTEGRATOR_AFTER=0 PI_UNCLAMPED_OUTPUT=-246 PI_CLAMPED_OUTPUT=5 PI_CLAMP_SIDE=-1 HELPER_ERROR=6776 HELPER_OUTPUT=5 FREQ_ERROR=5 TARGET_CODE=5 APPLIED_CODE=5 NORMAL_COMPLETED=2160 NORMAL_FINC=1080 NORMAL_FDEC=1080 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=168 elapsed_ms=16700 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=8612 PI_INTEGRATOR_BEFORE=0 PI_I_NEW=-1334 PI_INTEGRATOR_AFTER=0 PI_UNCLAMPED_OUTPUT=-20 PI_CLAMPED_OUTPUT=5 PI_CLAMP_SIDE=-1 HELPER_ERROR=667 HELPER_OUTPUT=5 FREQ_ERROR=1 TARGET_CODE=5 APPLIED_CODE=5 NORMAL_COMPLETED=2160 NORMAL_FINC=1080 NORMAL_FDEC=1080 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=169 elapsed_ms=16800 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=10902 PI_INTEGRATOR_BEFORE=3043522 PI_I_NEW=3048678 PI_INTEGRATOR_AFTER=3048678 PI_UNCLAMPED_OUTPUT=844 PI_CLAMPED_OUTPUT=844 PI_CLAMP_SIDE=0 HELPER_ERROR=-2578 HELPER_OUTPUT=844 FREQ_ERROR=8 TARGET_CODE=429 APPLIED_CODE=389 NORMAL_COMPLETED=2166 NORMAL_FINC=1086 NORMAL_FDEC=1080 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=170 elapsed_ms=16900 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=13954 PI_INTEGRATOR_BEFORE=6569866 PI_I_NEW=6567788 PI_INTEGRATOR_AFTER=6567788 PI_UNCLAMPED_OUTPUT=1570 PI_CLAMPED_OUTPUT=1570 PI_CLAMP_SIDE=0 HELPER_ERROR=1039 HELPER_OUTPUT=1570 FREQ_ERROR=-2 TARGET_CODE=1641 APPLIED_CODE=1605 NORMAL_COMPLETED=2185 NORMAL_FINC=1105 NORMAL_FDEC=1080 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=171 elapsed_ms=17000 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=15478 PI_INTEGRATOR_BEFORE=3876302 PI_I_NEW=3872074 PI_INTEGRATOR_AFTER=3872074 PI_UNCLAMPED_OUTPUT=873 PI_CLAMPED_OUTPUT=873 PI_CLAMP_SIDE=0 HELPER_ERROR=2114 HELPER_OUTPUT=873 FREQ_ERROR=2 TARGET_CODE=823 APPLIED_CODE=837 NORMAL_COMPLETED=2199 NORMAL_FINC=1106 NORMAL_FDEC=1093 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=172 elapsed_ms=17100 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=17768 PI_INTEGRATOR_BEFORE=1035042 PI_I_NEW=1035294 PI_INTEGRATOR_AFTER=1035294 PI_UNCLAMPED_OUTPUT=262 PI_CLAMPED_OUTPUT=262 PI_CLAMP_SIDE=0 HELPER_ERROR=-126 HELPER_OUTPUT=262 FREQ_ERROR=-3 TARGET_CODE=282 APPLIED_CODE=325 NORMAL_COMPLETED=2207 NORMAL_FINC=1106 NORMAL_FDEC=1101 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=173 elapsed_ms=17200 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=20056 PI_INTEGRATOR_BEFORE=3919912 PI_I_NEW=3923240 PI_INTEGRATOR_AFTER=3923240 PI_UNCLAMPED_OUTPUT=1024 PI_CLAMPED_OUTPUT=1024 PI_CLAMP_SIDE=0 HELPER_ERROR=-1664 HELPER_OUTPUT=1024 FREQ_ERROR=-6 TARGET_CODE=738 APPLIED_CODE=709 NORMAL_COMPLETED=2215 NORMAL_FINC=1113 NORMAL_FDEC=1102 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=174 elapsed_ms=17300 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=21582 PI_INTEGRATOR_BEFORE=5767422 PI_I_NEW=5768678 PI_INTEGRATOR_AFTER=5768678 PI_UNCLAMPED_OUTPUT=1436 PI_CLAMPED_OUTPUT=0 PI_CLAMP_SIDE=0 HELPER_ERROR=-628 HELPER_OUTPUT=1436 FREQ_ERROR=4 TARGET_CODE=1446 APPLIED_CODE=1413 NORMAL_COMPLETED=2226 NORMAL_FINC=1124 NORMAL_FDEC=1102 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=175 elapsed_ms=17400 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=23108 PI_INTEGRATOR_BEFORE=5649736 PI_I_NEW=5647986 PI_INTEGRATOR_AFTER=5647986 PI_UNCLAMPED_OUTPUT=1352 PI_CLAMPED_OUTPUT=1352 PI_CLAMP_SIDE=0 HELPER_ERROR=875 HELPER_OUTPUT=1352 FREQ_ERROR=5 TARGET_CODE=1329 APPLIED_CODE=1349 NORMAL_COMPLETED=2227 NORMAL_FINC=1124 NORMAL_FDEC=1103 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=176 elapsed_ms=17500 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=25396 PI_INTEGRATOR_BEFORE=2556688 PI_I_NEW=2554600 PI_INTEGRATOR_AFTER=2554600 PI_UNCLAMPED_OUTPUT=590 PI_CLAMPED_OUTPUT=590 PI_CLAMP_SIDE=0 HELPER_ERROR=1044 HELPER_OUTPUT=590 FREQ_ERROR=1 TARGET_CODE=780 APPLIED_CODE=837 NORMAL_COMPLETED=2235 NORMAL_FINC=1124 NORMAL_FDEC=1111 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=177 elapsed_ms=17600 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=26922 PI_INTEGRATOR_BEFORE=2106092 PI_I_NEW=2106800 PI_INTEGRATOR_AFTER=2106800 PI_UNCLAMPED_OUTPUT=532 PI_CLAMPED_OUTPUT=532 PI_CLAMP_SIDE=0 HELPER_ERROR=-354 HELPER_OUTPUT=532 FREQ_ERROR=5 TARGET_CODE=541 APPLIED_CODE=517 NORMAL_COMPLETED=2240 NORMAL_FINC=1124 NORMAL_FDEC=1116 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=178 elapsed_ms=17700 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=29212 PI_INTEGRATOR_BEFORE=4363954 PI_I_NEW=4366320 PI_INTEGRATOR_AFTER=4366320 PI_UNCLAMPED_OUTPUT=1114 PI_CLAMPED_OUTPUT=1114 PI_CLAMP_SIDE=0 HELPER_ERROR=-1183 HELPER_OUTPUT=1114 FREQ_ERROR=-1 TARGET_CODE=917 APPLIED_CODE=901 NORMAL_COMPLETED=2246 NORMAL_FINC=1130 NORMAL_FDEC=1116 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
